section_id,page_no,reason
12,133,No table detected or no spec rows parsed
12,134,No table detected or no spec rows parsed
12,135,No table detected or no spec rows parsed
12,141,No table detected or no spec rows parsed
12,142,No table detected or no spec rows parsed
12,142_1,No table detected or no spec rows parsed
12,142_2,No table detected or no spec rows parsed
12,142_3,No table detected or no spec rows parsed
12,143,No table detected or no spec rows parsed
12,143_1,No table detected or no spec rows parsed
12,143_2,No table detected or no spec rows parsed
12,150,No table detected or no spec rows parsed
12,152,No table detected or no spec rows parsed
12,154,No table detected or no spec rows parsed
12,154_1,No table detected or no spec rows parsed
12,160,No table detected or no spec rows parsed
12,20,No table detected or no spec rows parsed
12,200,No table detected or no spec rows parsed
12,21,No table detected or no spec rows parsed
12,22,No table detected or no spec rows parsed
12,23,No table detected or no spec rows parsed
12,24,No table detected or no spec rows parsed
12,40,No table detected or no spec rows parsed
12,41,No table detected or no spec rows parsed
12,42,No table detected or no spec rows parsed
12,43,No table detected or no spec rows parsed
12,44,No table detected or no spec rows parsed
12,46,No table detected or no spec rows parsed
12,51,No table detected or no spec rows parsed
12,52,No table detected or no spec rows parsed
13,00-index-a,No table detected or no spec rows parsed
13,613,No table detected or no spec rows parsed
13,620,No table detected or no spec rows parsed
13,621,No table detected or no spec rows parsed
13,622,No table detected or no spec rows parsed
13,626,No table detected or no spec rows parsed
13,629,No table detected or no spec rows parsed
13,630,No table detected or no spec rows parsed
13,631,No table detected or no spec rows parsed
13,640,No table detected or no spec rows parsed
13,641,No table detected or no spec rows parsed
13,642,No table detected or no spec rows parsed
13,643,No table detected or no spec rows parsed
13,700,No table detected or no spec rows parsed
13,700a,No table detected or no spec rows parsed
13,701,No table detected or no spec rows parsed
13,702,No table detected or no spec rows parsed
13,703,No table detected or no spec rows parsed
13,710,No table detected or no spec rows parsed
13,713,No table detected or no spec rows parsed
13,720,No table detected or no spec rows parsed
13,730,No table detected or no spec rows parsed
13,731,No table detected or no spec rows parsed
13,732,No table detected or no spec rows parsed
13,750,No table detected or no spec rows parsed
13,760,No table detected or no spec rows parsed
13,762,No table detected or no spec rows parsed
13,771,No table detected or no spec rows parsed
13,781,No table detected or no spec rows parsed
13,800,No table detected or no spec rows parsed
13,801,No table detected or no spec rows parsed
13,802,No table detected or no spec rows parsed
13,803,No table detected or no spec rows parsed
13,804,No table detected or no spec rows parsed
13,805,No table detected or no spec rows parsed
13,806,No table detected or no spec rows parsed
13,810,No table detected or no spec rows parsed
13,811,No table detected or no spec rows parsed
13,812,No table detected or no spec rows parsed
13,813,No table detected or no spec rows parsed
13,814,No table detected or no spec rows parsed
13,815,No table detected or no spec rows parsed
13,816,No table detected or no spec rows parsed
13,850,No table detected or no spec rows parsed
13,851,No table detected or no spec rows parsed
13,852,No table detected or no spec rows parsed
13,854,No table detected or no spec rows parsed
13,855,No table detected or no spec rows parsed
13,856,No table detected or no spec rows parsed
13,901,No table detected or no spec rows parsed
13,902,No table detected or no spec rows parsed
13,903,No table detected or no spec rows parsed
13,904,No table detected or no spec rows parsed
13,906,No table detected or no spec rows parsed
13,907,No table detected or no spec rows parsed
13,908,No table detected or no spec rows parsed
13,909,No table detected or no spec rows parsed
13,910,No table detected or no spec rows parsed
13,911,No table detected or no spec rows parsed
13,912,No table detected or no spec rows parsed
13,932,No table detected or no spec rows parsed
25,00-index-a,No table detected or no spec rows parsed
25,01,No table detected or no spec rows parsed
25,02,No table detected or no spec rows parsed
25,03,No table detected or no spec rows parsed
25,04,No table detected or no spec rows parsed
25,05,No table detected or no spec rows parsed
25,06,No table detected or no spec rows parsed
25,07,No table detected or no spec rows parsed
25,08,No table detected or no spec rows parsed
25,10,No table detected or no spec rows parsed
25,11,No table detected or no spec rows parsed
25,12,No table detected or no spec rows parsed
25,13,No table detected or no spec rows parsed
25,14,No table detected or no spec rows parsed
25,15,No table detected or no spec rows parsed
25,16,No table detected or no spec rows parsed
25,17,No table detected or no spec rows parsed
25,18,No table detected or no spec rows parsed
25,19,No table detected or no spec rows parsed
25,20,No table detected or no spec rows parsed
25,21,No table detected or no spec rows parsed
25,22,No table detected or no spec rows parsed
