timestamp,page_id,status,qa_count,tokens_input,tokens_output,cost_usd
2026-02-09T21:12:56.577028,00-08_torque-s,success,10,1848,662,0.0155
2026-02-09T21:13:14.290971,00-09_maintena,success,12,1890,802,0.0177
2026-02-09T21:13:24.959782,00-09_torque-s,success,10,1848,649,0.0153
2026-02-09T21:13:41.530303,00-10_maintena,success,12,1890,754,0.0170
2026-02-09T21:13:57.400674,00-11_maintena,success,12,1890,677,0.0158
2026-02-09T21:14:13.686478,00-12_maintena,success,12,1890,764,0.0171
2026-02-09T21:14:32.495965,00-13_maintena,success,12,1890,866,0.0187
2026-02-09T21:14:42.991644,00-14_maintena,success,10,1802,526,0.0133
2026-02-09T21:15:00.808720,00-15_maintena,success,12,1890,804,0.0177
2026-02-09T21:15:15.021709,00-16_maintena,success,12,1890,701,0.0162
2026-02-09T21:15:32.277520,00-17_maintena,success,12,1890,789,0.0175
2026-02-09T21:15:48.003234,00-18_maintena,success,12,1890,754,0.0170
2026-02-09T21:16:00.398389,00-torque-specs-001,success,10,1937,662,0.0157
2026-02-09T21:16:13.292475,00-torque-specs-002,success,10,1882,613,0.0148
2026-02-09T21:16:25.396424,00-torque-specs-003,success,10,1882,685,0.0159
2026-02-09T21:16:35.618265,00-torque-specs-004,success,10,1882,641,0.0153
2026-02-09T21:16:48.427270,00-torque-specs-005,success,10,1882,720,0.0164
2026-02-09T21:17:00.103441,00-torque-specs-006,success,10,1882,686,0.0159
2026-02-09T21:17:11.140403,00-torque-specs-007,success,10,1882,664,0.0156
2026-02-09T21:17:22.524748,00-torque-specs-008,success,10,1882,722,0.0165
2026-02-09T21:17:34.501623,00-torque-specs-009,success,10,1882,672,0.0157
2026-02-09T21:17:45.975442,00-torque-specs-010,success,10,1882,686,0.0159
2026-02-09T21:17:59.429592,00-torque-specs-011,success,8,1882,636,0.0152
2026-02-09T21:18:14.624829,00-torque-specs-012,success,10,1882,748,0.0169
2026-02-09T21:18:26.863072,00-torque-specs-013,success,8,1882,566,0.0141
2026-02-09T21:18:37.701964,00-torque-specs-014,success,10,1882,572,0.0142
2026-02-09T21:18:46.812352,00-torque-specs-015,success,7,1882,553,0.0139
2026-02-09T21:18:57.406095,00-torque-specs-016,success,8,1882,576,0.0143
2026-02-09T21:19:06.771831,00-torque-specs-017,success,8,1882,525,0.0135
2026-02-09T21:19:18.541006,00-torque-specs-018,success,9,1882,599,0.0146
2026-02-09T21:19:30.938590,00-torque-specs-019,success,8,1882,675,0.0158
2026-02-09T21:19:41.379342,00-torque-specs-020,success,10,1882,618,0.0149
2026-02-09T21:19:55.128242,00-torque-specs-021,success,10,1882,762,0.0171
2026-02-09T21:20:08.059541,00-torque-specs-022,success,10,1882,685,0.0159
2026-02-09T21:20:19.760666,00-torque-specs-023,success,7,1882,589,0.0145
2026-02-09T21:20:33.366321,00-torque-specs-024,success,10,1882,721,0.0165
2026-02-09T21:20:46.323062,00-torque-specs-025,success,10,1882,664,0.0156
2026-02-09T21:20:56.884862,00-torque-specs-026,success,10,1882,538,0.0137
2026-02-09T21:21:10.979339,00-torque-specs-027,success,10,1882,787,0.0175
2026-02-09T21:21:22.499487,00-torque-specs-028,success,6,1882,682,0.0159
2026-02-09T21:21:32.984105,00-torque-specs-029,success,8,1882,554,0.0140
2026-02-09T21:21:44.942612,00-torque-specs-030,success,10,1882,660,0.0155
2026-02-09T21:21:57.981854,00-torque-specs-031,success,7,1882,651,0.0154
2026-02-09T21:22:12.652966,00-torque-specs-032,success,10,1882,738,0.0167
2026-02-09T21:22:22.881700,00-torque-specs-033,success,6,1882,608,0.0148
2026-02-09T21:22:32.601736,00-torque-specs-034,success,6,1882,490,0.0130
2026-02-09T21:22:47.488185,00-torque-specs-035,success,10,1882,741,0.0168
2026-02-09T21:22:59.559026,00-torque-specs-036,success,10,1882,642,0.0153
2026-02-09T21:23:10.402625,00-torque-specs-037,success,9,1882,609,0.0148
2026-02-09T21:23:25.204929,00-torque-specs-038,success,10,1882,700,0.0161
2026-02-09T21:23:36.806966,00-torque-specs-039,success,10,1882,676,0.0158
2026-02-09T21:23:47.901469,00-torque-specs-040,success,9,1882,595,0.0146
2026-02-09T21:23:58.128044,00-torque-specs-041,success,9,1882,557,0.0140
2026-02-09T21:24:08.275805,00-torque-specs-042,success,10,1882,629,0.0151
2026-02-09T21:24:18.696998,00-torque-specs-043,success,8,1882,607,0.0148
2026-02-09T21:24:32.024589,00-torque-specs-044,success,10,1882,697,0.0161
2026-02-09T21:24:43.379324,00-torque-specs-045,success,9,1882,588,0.0145
2026-02-09T21:24:55.580140,00-torque-specs-046,success,10,1882,655,0.0155
2026-02-09T21:25:06.396618,00-torque-specs-047,success,9,1882,634,0.0152
2026-02-09T21:25:16.046365,00-torque-specs-048,success,6,1882,538,0.0137
2026-02-09T21:25:26.917356,00-torque-specs-049,success,8,1882,517,0.0134
2026-02-09T21:25:38.883904,00-torque-specs-050,success,9,1882,635,0.0152
2026-02-09T21:25:49.951623,00-torque-specs-051,success,8,1882,585,0.0144
2026-02-09T21:26:00.729880,00-torque-specs-052,success,9,1882,628,0.0151
2026-02-09T21:26:11.981928,00-torque-specs-053,success,8,1882,624,0.0150
2026-02-09T21:26:23.535717,00-torque-specs-054,success,10,1882,642,0.0153
2026-02-09T21:26:34.286425,00-torque-specs-055,success,8,1882,647,0.0154
2026-02-09T21:26:46.863561,00-torque-specs-056,success,8,1882,654,0.0155
2026-02-09T21:26:57.956876,00-torque-specs-057,success,9,1882,642,0.0153
2026-02-09T21:27:08.441205,00-torque-specs-058,success,7,1882,557,0.0140
2026-02-09T21:27:20.855783,00-torque-specs-059,success,10,1882,640,0.0152
2026-02-09T21:27:31.835778,00-torque-specs-060,success,8,1882,593,0.0145
2026-02-09T21:27:42.699834,00-torque-specs-061,success,10,1882,574,0.0143
2026-02-09T21:27:53.759321,00-torque-specs-062,success,10,1882,607,0.0148
2026-02-09T21:28:05.462599,00-torque-specs-063,success,9,1882,637,0.0152
2026-02-09T21:28:15.975555,00-torque-specs-064,success,10,1882,604,0.0147
2026-02-09T21:28:27.855945,00-torque-specs-065,success,10,1882,530,0.0136
2026-02-09T21:28:39.570838,00-torque-specs-066,success,7,1882,656,0.0155
2026-02-09T21:28:49.476652,00-torque-specs-067,success,9,1882,571,0.0142
2026-02-09T21:28:58.369826,00-torque-specs-068,success,6,1882,524,0.0135
2026-02-09T21:29:09.237963,00-torque-specs-069,success,8,1882,599,0.0146
2026-02-09T21:29:18.999496,00-torque-specs-070,success,8,1882,531,0.0136
2026-02-09T21:29:30.905480,00-torque-specs-071,success,9,1882,580,0.0143
2026-02-09T21:29:41.243941,00-torque-specs-072,success,9,1882,578,0.0143
2026-02-09T21:29:54.420788,00-torque-specs-073,success,10,1882,697,0.0161
2026-02-09T21:30:07.060770,00-torque-specs-074,success,10,1882,643,0.0153
2026-02-09T21:30:17.944748,00-torque-specs-075,success,10,1882,603,0.0147
2026-02-09T21:30:27.281203,00-torque-specs-076,success,6,1882,509,0.0133
2026-02-09T21:30:37.298092,00-torque-specs-077,success,7,1882,524,0.0135
2026-02-09T21:30:48.361498,00-torque-specs-078,success,9,1882,548,0.0139
2026-02-09T21:30:58.546076,00-torque-specs-079,success,8,1882,514,0.0134
2026-02-09T21:31:08.733169,00-torque-specs-080,success,6,1882,586,0.0144
2026-02-09T21:31:21.026511,00-torque-specs-081,success,10,1882,691,0.0160
2026-02-09T21:31:31.934716,00-torque-specs-082,success,7,1882,593,0.0145
2026-02-09T21:31:43.041512,00-torque-specs-083,success,9,1882,659,0.0155
2026-02-09T21:31:54.694960,00-torque-specs-084,success,7,1882,593,0.0145
2026-02-09T21:32:04.656101,00-torque-specs-085,success,8,1882,563,0.0141
2026-02-09T21:32:15.639514,00-torque-specs-086,success,8,1882,573,0.0142
2026-02-09T21:32:29.652124,00-torque-specs-087,success,8,1882,646,0.0153
2026-02-09T21:32:40.496281,00-torque-specs-088,success,8,1882,610,0.0148
2026-02-09T21:32:50.964892,00-torque-specs-089,success,9,1882,610,0.0148
2026-02-09T21:33:04.201292,00-torque-specs-090,success,10,1882,644,0.0153
2026-02-09T21:33:15.207892,00-torque-specs-091,success,7,1882,596,0.0146
2026-02-09T21:33:26.903670,00-torque-specs-092,success,9,1882,613,0.0148
2026-02-09T21:33:38.473070,00-torque-specs-093,success,10,1882,596,0.0146
2026-02-09T21:33:48.725404,00-torque-specs-094,success,10,1882,625,0.0150
2026-02-09T21:34:01.399434,00-torque-specs-095,success,10,1882,673,0.0157
2026-02-09T21:34:12.576326,00-torque-specs-096,success,10,1882,540,0.0137
2026-02-09T21:34:25.684165,00-torque-specs-097,success,10,1882,711,0.0163
2026-02-09T21:34:39.822498,00-torque-specs-098,success,10,1882,717,0.0164
2026-02-09T21:34:51.897228,00-torque-specs-099,success,10,1882,628,0.0151
2026-02-09T21:35:02.324926,00-torque-specs-100,success,9,1882,554,0.0140
2026-02-09T21:35:12.567131,00-torque-specs-101,success,9,1882,506,0.0132
2026-02-09T21:35:24.855641,00-torque-specs-102,success,10,1882,624,0.0150
2026-02-09T21:35:34.835358,00-torque-specs-103,success,9,1882,593,0.0145
2026-02-09T21:35:50.852947,00-torque-specs-104,success,10,1882,830,0.0181
2026-02-09T21:36:03.337137,00-torque-specs-105,success,10,1882,707,0.0163
2026-02-09T21:36:16.104269,00-torque-specs-106,success,10,1882,636,0.0152
2026-02-09T21:36:28.040181,00-torque-specs-107,success,9,1882,575,0.0143
2026-02-09T21:36:39.315462,00-torque-specs-108,success,9,1882,638,0.0152
2026-02-09T21:36:50.259343,00-torque-specs-109,success,9,1882,573,0.0142
2026-02-09T21:37:01.739709,00-torque-specs-11-01,success,7,1848,610,0.0147
2026-02-09T21:37:14.731634,00-torque-specs-11-02,success,10,1848,646,0.0152
2026-02-09T21:37:24.493329,00-torque-specs-11-04,success,6,1848,510,0.0132
2026-02-09T21:37:33.219860,00-torque-specs-11-05,success,6,1848,550,0.0138
2026-02-09T21:37:44.655417,00-torque-specs-11-06,success,8,1848,606,0.0146
2026-02-09T21:37:55.310789,00-torque-specs-11-07,success,7,1848,544,0.0137
2026-02-09T21:38:08.694312,00-torque-specs-11-08,success,9,1848,672,0.0156
2026-02-09T21:38:23.037545,00-torque-specs-11-09,success,10,1848,739,0.0166
2026-02-09T21:38:32.983234,00-torque-specs-11-10,success,9,1848,575,0.0142
2026-02-09T21:38:47.014092,00-torque-specs-11-11,success,10,1848,830,0.0180
2026-02-09T21:39:00.087337,00-torque-specs-11-12,success,10,1848,720,0.0163
2026-02-09T21:39:09.328600,00-torque-specs-11-13,success,8,1848,528,0.0135
2026-02-09T21:39:23.365895,00-torque-specs-11-14,success,9,1848,715,0.0163
2026-02-09T21:39:36.762555,00-torque-specs-11-15,success,10,1848,692,0.0159
2026-02-09T21:39:47.487963,00-torque-specs-11-16,success,10,1848,557,0.0139
2026-02-09T21:40:01.071947,00-torque-specs-11-17,success,10,1848,737,0.0166
2026-02-09T21:40:12.531254,00-torque-specs-11-18,success,7,1848,572,0.0141
2026-02-09T21:40:20.911129,00-torque-specs-11-19,success,6,1848,527,0.0134
2026-02-09T21:40:31.775873,00-torque-specs-11-20,success,9,1848,572,0.0141
2026-02-09T21:40:44.075745,00-torque-specs-11-21,success,8,1848,676,0.0157
2026-02-09T21:40:57.336602,00-torque-specs-11-22,success,10,1848,737,0.0166
2026-02-09T21:41:08.714806,00-torque-specs-11-23,success,9,1848,634,0.0151
2026-02-09T21:41:18.474593,00-torque-specs-11-24,success,8,1848,534,0.0136
2026-02-09T21:41:32.509757,00-torque-specs-11-25,success,10,1848,697,0.0160
2026-02-09T21:41:44.538465,00-torque-specs-11-26,success,10,1848,622,0.0149
2026-02-09T21:41:57.303203,00-torque-specs-11-27,success,10,1848,654,0.0154
2026-02-09T21:42:08.346052,00-torque-specs-11-28,success,6,1848,577,0.0142
2026-02-09T21:42:21.253942,00-torque-specs-11-29,success,10,1848,675,0.0157
2026-02-09T21:42:32.640000,00-torque-specs-11-30,success,9,1848,608,0.0147
2026-02-09T21:42:43.268716,00-torque-specs-11-31,success,10,1848,536,0.0136
2026-02-09T21:42:53.613157,00-torque-specs-11-32,success,10,1848,674,0.0157
2026-02-09T21:43:03.434815,00-torque-specs-11-33,success,9,1848,577,0.0142
2026-02-09T21:43:17.764285,00-torque-specs-11-34,success,10,1848,756,0.0169
2026-02-09T21:43:28.673747,00-torque-specs-11-35,success,9,1848,594,0.0145
2026-02-09T21:43:40.604049,00-torque-specs-11-36,success,10,1848,707,0.0161
2026-02-09T21:43:52.954896,00-torque-specs-11-37,success,10,1848,660,0.0154
2026-02-09T21:44:03.148185,00-torque-specs-11-38,success,7,1848,577,0.0142
2026-02-09T21:44:14.305352,00-torque-specs-11-39,success,9,1848,553,0.0138
2026-02-09T21:44:26.604631,00-torque-specs-11-40,success,10,1848,643,0.0152
2026-02-09T21:44:41.423747,00-torque-specs-110,success,10,1882,788,0.0175
2026-02-09T21:44:55.268071,00-torque-specs-111,success,10,1882,727,0.0166
2026-02-09T21:45:07.095316,00-torque-specs-112,success,8,1882,665,0.0156
2026-02-09T21:45:19.744645,00-torque-specs-113,success,10,1882,644,0.0153
2026-02-09T21:45:34.029060,00-torque-specs-114,success,10,1882,724,0.0165
2026-02-09T21:45:46.779926,00-torque-specs-115,success,9,1882,729,0.0166
2026-02-09T21:46:00.122555,00-torque-specs-116,success,10,1882,724,0.0165
2026-02-09T21:46:11.798978,00-torque-specs-117,success,9,1882,657,0.0155
2026-02-09T21:46:23.944568,00-torque-specs-118,success,10,1882,611,0.0148
2026-02-09T21:46:34.855454,00-torque-specs-119,success,9,1882,598,0.0146
2026-02-09T21:46:45.466359,00-torque-specs-12-01,success,9,1848,600,0.0145
2026-02-09T21:46:56.421976,00-torque-specs-12-02,success,9,1848,614,0.0148
2026-02-09T21:47:07.512501,00-torque-specs-12-03,success,9,1848,591,0.0144
2026-02-09T21:47:18.999135,00-torque-specs-12-04,success,9,1848,632,0.0150
2026-02-09T21:47:29.497294,00-torque-specs-12-05,success,8,1848,596,0.0145
2026-02-09T21:47:40.694003,00-torque-specs-12-06,success,8,1848,607,0.0146
2026-02-09T21:47:51.526014,00-torque-specs-12-07,success,10,1848,624,0.0149
2026-02-09T21:48:01.220897,00-torque-specs-12-08,success,7,1848,553,0.0138
2026-02-09T21:48:11.613468,00-torque-specs-12-09,success,10,1848,586,0.0143
2026-02-09T21:48:23.881877,00-torque-specs-12-10,success,10,1848,622,0.0149
2026-02-09T21:48:39.474169,00-torque-specs-12-11,success,10,1848,591,0.0144
2026-02-09T21:48:49.944693,00-torque-specs-12-12,success,10,1848,608,0.0147
2026-02-09T21:49:01.444007,00-torque-specs-12-13,success,10,1848,597,0.0145
2026-02-09T21:49:12.511017,00-torque-specs-12-14,success,10,1848,634,0.0151
2026-02-09T21:49:23.682222,00-torque-specs-12-15,success,9,1848,540,0.0136
2026-02-09T21:49:34.641986,00-torque-specs-12-16,success,6,1848,601,0.0146
2026-02-09T21:49:45.485786,00-torque-specs-12-17,success,10,1848,595,0.0145
2026-02-09T21:49:58.345393,00-torque-specs-120,success,10,1882,673,0.0157
2026-02-09T21:50:08.070380,00-torque-specs-121,success,8,1882,534,0.0137
2026-02-09T21:50:21.228564,00-torque-specs-122,success,10,1882,730,0.0166
2026-02-09T21:50:32.659329,00-torque-specs-123,success,10,1882,629,0.0151
2026-02-09T21:50:43.945599,00-torque-specs-124,success,10,1882,646,0.0153
2026-02-09T21:50:55.005646,00-torque-specs-125,success,8,1882,604,0.0147
2026-02-09T21:51:05.207561,00-torque-specs-126,success,4,1882,511,0.0133
2026-02-09T21:51:17.754723,00-torque-specs-127,success,9,1882,716,0.0164
2026-02-09T21:51:28.925739,00-torque-specs-128,success,7,1882,591,0.0145
2026-02-09T21:51:44.182759,00-torque-specs-129,success,10,1882,723,0.0165
2026-02-09T21:51:53.446305,00-torque-specs-13-01,success,6,1848,532,0.0135
2026-02-09T21:52:02.316459,00-torque-specs-13-02,success,7,1848,522,0.0134
2026-02-09T21:52:14.438459,00-torque-specs-13-03,success,10,1848,663,0.0155
2026-02-09T21:52:25.434576,00-torque-specs-13-04,success,9,1848,562,0.0140
2026-02-09T21:52:35.332808,00-torque-specs-13-05,success,9,1848,535,0.0136
2026-02-09T21:52:47.504893,00-torque-specs-13-06,success,10,1848,674,0.0157
2026-02-09T21:53:00.262075,00-torque-specs-13-07,success,10,1848,684,0.0158
2026-02-09T21:53:11.532983,00-torque-specs-13-08,success,10,1848,574,0.0142
2026-02-09T21:53:20.947580,00-torque-specs-13-09,success,6,1848,526,0.0134
2026-02-09T21:53:31.792673,00-torque-specs-13-10,success,8,1848,517,0.0133
2026-02-09T21:53:42.743156,00-torque-specs-13-11,success,9,1848,566,0.0140
2026-02-09T21:53:53.324018,00-torque-specs-13-12,success,9,1848,519,0.0133
2026-02-09T21:54:03.674327,00-torque-specs-13-13,success,7,1848,560,0.0139
2026-02-09T21:54:16.545858,00-torque-specs-130,success,10,1882,678,0.0158
2026-02-09T21:54:27.225810,00-torque-specs-131,success,7,1882,548,0.0139
2026-02-09T21:54:37.643883,00-torque-specs-132,success,8,1882,581,0.0144
2026-02-09T21:54:47.005056,00-torque-specs-133,success,8,1882,539,0.0137
2026-02-09T21:54:58.739319,00-torque-specs-134,success,8,1882,600,0.0146
2026-02-09T21:55:09.295551,00-torque-specs-135,success,9,1882,551,0.0139
2026-02-09T21:55:20.114108,00-torque-specs-136,success,7,1882,573,0.0142
2026-02-09T21:55:30.794570,00-torque-specs-16-01,success,10,1848,623,0.0149
2026-02-09T21:55:41.847087,00-torque-specs-16-02,success,7,1848,611,0.0147
2026-02-09T21:55:52.506966,00-torque-specs-16-03,success,10,1848,615,0.0148
2026-02-09T21:56:03.351380,00-torque-specs-16-04,success,6,1848,574,0.0142
2026-02-09T21:56:13.526966,00-torque-specs-17-01,success,7,1848,564,0.0140
2026-02-09T21:56:24.259990,00-torque-specs-17-02,success,8,1848,577,0.0142
2026-02-09T21:56:35.807610,00-torque-specs-17-03,success,10,1848,626,0.0149
2026-02-09T21:56:45.459452,00-torque-specs-17-04,success,8,1848,548,0.0138
2026-02-09T21:56:56.619408,00-torque-specs-17-05,success,10,1848,612,0.0147
2026-02-09T21:57:10.330633,00-torque-specs-18-01,success,10,1848,694,0.0160
2026-02-09T21:57:22.420292,00-torque-specs-21-01,success,9,1848,646,0.0152
2026-02-09T21:57:34.605463,00-torque-specs-21-02,success,10,1848,670,0.0156
2026-02-09T21:57:45.454496,00-torque-specs-21-03,success,10,1848,582,0.0143
2026-02-09T21:57:56.787100,00-torque-specs-23-01,success,10,1848,639,0.0151
2026-02-09T21:58:08.910634,00-torque-specs-23-02,success,9,1848,620,0.0148
2026-02-09T21:58:20.167142,00-torque-specs-23-03,success,10,1848,570,0.0141
2026-02-09T21:58:32.386042,00-torque-specs-23-04,success,10,1848,663,0.0155
2026-02-09T21:58:46.169301,00-torque-specs-23-05,success,10,1848,752,0.0168
2026-02-09T21:58:57.658791,00-torque-specs-23-06,success,6,1848,594,0.0145
2026-02-09T21:59:08.563222,00-torque-specs-23-07,success,8,1848,558,0.0139
2026-02-09T21:59:18.533445,00-torque-specs-23-08,success,9,1848,507,0.0131
2026-02-09T21:59:30.441595,00-torque-specs-23-09,success,10,1848,615,0.0148
2026-02-09T21:59:41.501600,00-torque-specs-24-01,success,10,1848,656,0.0154
2026-02-09T21:59:57.390585,00-torque-specs-24-02,success,10,1848,845,0.0182
2026-02-09T22:00:09.751709,00-torque-specs-24-03,success,10,1848,709,0.0162
2026-02-09T22:00:23.216801,00-torque-specs-24-04,success,9,1848,657,0.0154
2026-02-09T22:00:35.653554,00-torque-specs-24-05,success,9,1848,612,0.0147
2026-02-09T22:00:47.434324,00-torque-specs-24-06,success,10,1848,645,0.0152
2026-02-09T22:00:59.256467,00-torque-specs-24-07,success,10,1848,611,0.0147
2026-02-09T22:01:13.652867,00-torque-specs-24-08,success,10,1848,775,0.0172
2026-02-09T22:01:28.395057,00-torque-specs-24-09,success,10,1848,680,0.0157
2026-02-09T22:01:41.909919,00-torque-specs-24-10,success,10,1848,789,0.0174
2026-02-09T22:01:53.285195,00-torque-specs-24-11,success,10,1848,592,0.0144
2026-02-09T22:02:06.714775,00-torque-specs-24-12,success,10,1848,754,0.0169
2026-02-09T22:02:20.194038,00-torque-specs-24-13,success,9,1848,738,0.0166
2026-02-09T22:02:34.343986,00-torque-specs-24-14,success,10,1848,805,0.0176
2026-02-09T22:02:44.572802,00-torque-specs-24-15,success,8,1848,561,0.0140
2026-02-09T22:02:55.439029,00-torque-specs-24-16,success,10,1848,618,0.0148
2026-02-09T22:03:06.801688,00-torque-specs-24-17,success,10,1848,553,0.0138
2026-02-09T22:03:18.871595,00-torque-specs-25-01,success,10,1848,622,0.0149
2026-02-09T22:03:29.951612,00-torque-specs-25-02,success,8,1848,600,0.0145
2026-02-09T22:03:42.033274,00-torque-specs-26-01,success,10,1848,673,0.0156
2026-02-09T22:03:53.778930,00-torque-specs-26-02,success,10,1848,633,0.0150
2026-02-09T22:04:05.661438,00-torque-specs-27-01,success,10,1848,625,0.0149
2026-02-09T22:04:16.117701,00-torque-specs-27-02,success,8,1848,592,0.0144
2026-02-09T22:04:26.579742,00-torque-specs-61-01,success,3,1848,529,0.0135
2026-02-09T22:04:38.380833,00-torque-specs-61-02,success,9,1848,618,0.0148
2026-02-09T22:04:48.637221,00-torque-specs-61-03,success,6,1848,525,0.0134
2026-02-09T22:05:04.591171,00-torque-specs-61-04,success,10,1848,754,0.0169
2026-02-09T22:05:16.823532,00-torque-specs-61-05,success,10,1848,668,0.0156
2026-02-09T22:05:28.532216,00-torque-specs-61-06,success,10,1848,672,0.0156
2026-02-09T22:05:39.781134,00-torque-specs-61-07,success,7,1848,599,0.0145
2026-02-09T22:05:49.740463,00-torque-specs-62-01,success,9,1848,538,0.0136
2026-02-09T22:06:01.939987,00-torque-specs-71-01,success,8,1848,687,0.0158
2026-02-09T22:06:13.661261,00-torque-specs-72-01,success,10,1848,597,0.0145
2026-02-09T22:06:23.040517,00-torque-specs-72-02,success,7,1848,552,0.0138
2026-02-09T22:06:32.699517,11-00-index-a_engine,success,6,1742,404,0.0113
2026-02-09T22:06:41.184106,11-00-index-b_engine,success,6,1742,382,0.0110
2026-02-09T22:06:48.632633,11-00-index-c_engine,success,6,1874,335,0.0106
2026-02-09T22:07:01.098994,11-100_engine,success,8,1622,573,0.0135
2026-02-09T22:07:17.090988,11-101_engine,success,12,1759,867,0.0183
2026-02-09T22:07:37.482589,11-102_engine,success,12,1759,952,0.0196
2026-02-09T22:07:54.984779,11-103_engine,success,12,1759,872,0.0184
2026-02-09T22:08:10.572958,11-104_engine,success,12,1759,739,0.0164
2026-02-09T22:08:24.633742,11-105_engine,success,12,1759,758,0.0166
2026-02-09T22:08:40.043896,11-106_engine,success,12,1759,783,0.0170
2026-02-09T22:08:57.175860,11-107_engine,success,12,1759,880,0.0185
2026-02-09T22:09:14.678120,11-108_engine,success,12,1759,934,0.0193
2026-02-09T22:09:29.164724,11-109_engine,success,12,1759,803,0.0173
2026-02-09T22:09:40.521874,11-50_engine,success,8,1751,530,0.0132
2026-02-09T22:09:57.881315,11-51_engine,success,12,1888,811,0.0178
2026-02-09T22:10:14.299885,11-52_engine,success,12,1888,809,0.0178
2026-02-09T22:10:33.401797,11-52a_engine,success,12,1889,892,0.0190
2026-02-09T22:10:47.309160,11-52b_engine,success,12,1889,770,0.0172
2026-02-09T22:11:01.820299,11-53_engine,success,12,1888,782,0.0174
2026-02-09T22:11:19.112115,11-53a_engine,success,12,1889,859,0.0186
2026-02-09T22:11:36.582453,11-53b_engine,success,12,1889,841,0.0183
2026-02-09T22:11:56.813203,11-53c_engine,success,12,1889,981,0.0204
2026-02-09T22:12:15.310075,11-54_engine,success,12,1888,1057,0.0215
2026-02-09T22:12:30.748210,11-55_engine,success,12,1888,750,0.0169
2026-02-09T22:12:45.929268,11-55a_engine,success,12,1889,785,0.0174
2026-02-09T22:13:00.620794,11-56_engine,success,12,1888,804,0.0177
2026-02-09T22:13:15.319800,11-57_engine,success,12,1888,764,0.0171
2026-02-09T22:13:30.888388,11-58_engine,success,12,1888,859,0.0185
2026-02-09T22:13:43.782915,11-60_engine,success,12,1888,648,0.0154
2026-02-09T22:14:00.546381,11-61_engine,success,12,1888,803,0.0177
